,loan_status
0,0.01580808497965336
1,0.054281577467918396
2,0.008874193765223026
3,0.0017741682240739465
4,0.0009339991374872625
5,0.009148500859737396
6,0.011283173225820065
7,0.3545920252799988
8,0.07411014288663864
9,0.0037426974158734083
10,0.05485943332314491
11,0.06109417974948883
12,0.06314998865127563
13,0.005237377714365721
14,0.007730565499514341
15,0.037172675132751465
16,0.6734769344329834
17,0.001704355701804161
18,0.020856259390711784
19,0.0053153326734900475
20,0.0026911033783107996
21,0.0188571959733963
22,0.0007974925683811307
23,0.02460741437971592
24,0.7307953834533691
25,0.012209954671561718
26,0.0011099613038823009
27,0.009455099701881409
28,0.003628853941336274
29,0.0025457926094532013
30,0.01699981465935707
31,0.05962099879980087
32,0.0013257297687232494
33,0.011730838567018509
34,0.011901803314685822
35,0.014257680624723434
36,0.002875662874430418
37,0.00689688790589571
38,0.3685078024864197
39,0.24698935449123383
40,0.0010630165925249457
41,0.0028877623844891787
42,0.006927777547389269
43,0.003089743433520198
44,0.05923222377896309
45,0.04238774999976158
46,0.0024588678497821093
47,0.022505907341837883
48,0.21405595541000366
49,0.034398403018713
50,0.0022627455182373524
51,0.04485633969306946
52,0.003876576665788889
53,0.015739046037197113
54,0.0023506281431764364
55,0.9236624240875244
56,0.0022842949256300926
57,0.0022475789301097393
58,0.9999743700027466
59,0.8055359125137329
60,0.3381698727607727
61,0.0020658632274717093
62,0.05775827169418335
63,0.006917474325746298
64,0.0003766028967220336
65,0.0010018149623647332
66,0.0005137764965184033
67,0.9986065030097961
68,0.9999252557754517
69,0.008804240263998508
70,0.0023253087420016527
71,0.0036809598095715046
72,0.09535899013280869
73,0.03620539605617523
74,0.00079188501695171
75,0.01161307655274868
76,0.001471833442337811
77,0.026335574686527252
78,0.004295329563319683
79,0.002644776366651058
80,0.00473099946975708
81,0.9937654733657837
82,0.006906928028911352
83,0.008252300322055817
84,0.011218416504561901
85,0.9871373176574707
86,0.00859925989061594
87,0.9999957084655762
88,0.0011336953612044454
89,0.0379209890961647
90,0.005641472525894642
91,0.039391838014125824
92,0.000392467511119321
93,0.008332302793860435
94,0.08401990681886673
95,0.0035211206413805485
96,0.006414975039660931
97,0.028472796082496643
98,0.6306620240211487
99,0.0056978864595294
100,0.002801810158416629
101,0.026195693761110306
102,0.0019266200251877308
103,0.00016695943486411124
104,0.2188856303691864
105,0.010021241381764412
106,0.002895746612921357
107,0.9959908127784729
108,0.007572799455374479
109,0.019763100892305374
110,0.011127096600830555
111,0.047229986637830734
112,0.0019350583897903562
113,0.006974292919039726
114,0.16931942105293274
115,0.005165628157556057
116,0.02928069233894348
117,0.000636726210359484
118,0.0019563548266887665
119,0.0029096053913235664
120,0.9998742341995239
121,0.9999802112579346
122,0.34266433119773865
123,0.09978926181793213
124,0.984119176864624
125,0.0024493378587067127
126,0.9999595880508423
127,0.00551366712898016
128,0.001883130520582199
129,0.999833345413208
130,0.29898276925086975
131,0.002796326531097293
132,0.0018611266277730465
133,0.019207606092095375
134,0.06256859749555588
135,0.008007674477994442
136,0.1205686628818512
137,1.0
138,0.028187941759824753
139,0.001063709962181747
140,0.0442650280892849
141,0.013056288473308086
142,0.9613672494888306
143,0.003293499117717147
144,0.0019647483713924885
145,0.12661053240299225
146,0.004979195538908243
147,0.002754000248387456
148,0.008977432735264301
149,0.03749111667275429
150,0.0029786499217152596
151,0.026713013648986816
152,0.0031263043638318777
153,0.009129030629992485
154,0.10911905020475388
155,0.009441973641514778
156,0.001329652382992208
157,0.0003603771619964391
158,0.06762397289276123
159,0.004500716459006071
160,0.0004736973496619612
161,0.007377489935606718
162,0.005862552672624588
163,0.9996544122695923
164,0.0025514778681099415
165,0.03886490687727928
166,0.0027675419114530087
167,0.00825580582022667
168,0.015015044249594212
169,0.0030936822295188904
170,0.05612662434577942
171,0.10883224010467529
172,0.005361375864595175
173,0.058675091713666916
174,0.004355058539658785
175,0.05015547201037407
176,0.00227811629883945
177,0.001692072837613523
178,0.0038653346709907055
179,0.0017825942486524582
180,0.002022893400862813
181,0.004753792192786932
182,0.002049557166174054
183,0.1623832881450653
184,0.003166826209053397
185,0.09604129940271378
186,0.22691881656646729
187,0.4787813723087311
188,0.014469031244516373
189,0.00993263814598322
190,0.20107914507389069
191,0.022215047851204872
192,0.0017481844406574965
193,0.01621970906853676
194,0.9911382794380188
195,0.028845489025115967
196,0.010944205336272717
197,0.0059243845753371716
198,0.0032535598147660494
199,0.21063396334648132
200,0.0008678598678670824
201,0.004317472688853741
202,0.004300778266042471
203,0.000343494291882962
204,0.007076445501297712
205,0.0070424797013401985
206,0.0006259435322135687
207,0.004019046667963266
208,0.002186339581385255
209,0.023292861878871918
210,0.14313222467899323
211,0.08509774506092072
212,0.0026768946554511786
213,0.9056574702262878
214,0.009379271417856216
215,0.012306829914450645
216,0.06875418871641159
217,0.004253474064171314
218,0.0026939783710986376
219,0.008702798746526241
220,0.025192830711603165
221,0.9232190251350403
222,0.0032450442668050528
223,0.0040310705080628395
224,0.9999562501907349
225,0.010959643870592117
226,0.06238775700330734
227,0.009480844251811504
228,0.003964625298976898
229,0.027994193136692047
230,0.018713390454649925
231,0.0015838140388950706
232,0.026351088657975197
233,0.03828287497162819
234,0.003751690499484539
235,0.43425866961479187
236,0.0033644866198301315
237,0.003938734065741301
238,0.008194715715944767
239,0.009704172611236572
240,0.001592565793544054
241,0.9050599336624146
242,0.023754902184009552
243,0.00528869079425931
244,0.6069765090942383
245,0.005668518599122763
246,0.9999853372573853
247,0.016608932986855507
248,0.003915184177458286
249,0.01095589715987444
250,0.003885046811774373
251,0.004303271882236004
252,0.04740342125296593
253,0.018900787457823753
254,0.0010656117228791118
255,0.4212067127227783
256,0.006118766963481903
257,0.00435310322791338
258,0.0005125274765305221
259,0.024882206693291664
260,0.00045680138282477856
261,0.013087600469589233
262,0.00031021510949358344
263,0.003514773678034544
264,0.0035297556314617395
265,0.005568372085690498
266,0.14640437066555023
267,0.01782512292265892
268,0.03812535107135773
269,0.001339396578259766
270,0.025369582697749138
271,0.15680812299251556
272,0.06402584165334702
273,0.010523721575737
274,0.0025233605410903692
275,0.027929654344916344
276,0.999872088432312
277,0.00572117418050766
278,0.002158273011445999
279,0.012385278008878231
280,0.0025353438686579466
281,0.04490353539586067
282,0.9873939752578735
283,0.004702405072748661
284,0.9993384480476379
285,0.002848675474524498
286,0.004449828527867794
287,0.0031759373378008604
288,0.037951383739709854
289,0.0002671611728146672
290,0.00347513472661376
291,0.0005866018473170698
292,0.002094755182042718
293,0.008187580853700638
294,0.0019441451877355576
295,0.01387249119579792
296,0.0289544016122818
297,0.011936232447624207
298,0.16615328192710876
299,0.9089465737342834
300,0.0013069603592157364
301,0.0029452787712216377
302,0.019376011565327644
303,0.0015881654107943177
304,0.00911828875541687
305,0.00035485372063703835
306,0.004751216620206833
307,0.0022613077890127897
308,0.002309565432369709
309,0.015159320086240768
310,0.8669700622558594
311,0.999736487865448
312,0.005881768185645342
313,0.011322952806949615
314,0.004536958411335945
315,0.02377386949956417
316,0.04687662795186043
317,0.007025138009339571
318,0.026415202766656876
319,0.0013882191851735115
320,0.3953467607498169
321,0.00032197972177527845
322,0.000518874148838222
323,0.005347345024347305
324,0.005300863180309534
325,0.026637865230441093
326,0.004406258929520845
327,0.2990686297416687
328,0.017991386353969574
329,0.0048548937775194645
330,0.002312376629561186
331,0.028946856036782265
332,0.0022657630033791065
333,0.011675295419991016
334,0.022599978372454643
335,0.01358735840767622
336,0.009507628157734871
337,0.016344206407666206
338,0.0019913881551474333
339,0.8761142492294312
340,0.003847199259325862
341,0.08381199091672897
342,0.009194346144795418
343,0.056061603128910065
344,0.0014234173577278852
345,0.9962126016616821
346,0.9931994080543518
347,0.08617021888494492
348,0.0017881563398987055
349,0.003411520505324006
350,0.014306308701634407
351,0.007992877624928951
352,0.0008663536282256246
353,0.005278516095131636
354,0.001333581400103867
355,0.9055322408676147
356,0.011417132802307606
357,0.02464364282786846
358,0.010061084292829037
359,0.05805438011884689
360,0.0270967036485672
361,0.0057764495722949505
362,0.9999088048934937
363,0.008626884780824184
364,0.010741747915744781
365,0.0034219541121274233
366,0.0058758994564414024
367,0.03787689656019211
368,0.0012528116349130869
369,0.05908586084842682
370,0.006238146219402552
371,0.011435678228735924
372,0.012942262925207615
373,0.0024777562357485294
374,0.004592398647218943
375,0.008917323313653469
376,0.01539990771561861
377,0.035481151193380356
378,0.08923636376857758
379,0.0019458363531157374
380,0.04200906306505203
381,0.014748486690223217
382,0.009329652413725853
383,0.0024602508638054132
384,0.30828291177749634
385,0.007871889509260654
386,0.004042790271341801
387,0.011356932111084461
388,0.0005695565487258136
389,0.03203383833169937
390,0.002883635461330414
391,0.07194896787405014
392,0.0025924770161509514
393,0.008844788186252117
394,0.9949788451194763
395,0.0316607840359211
396,0.9913294315338135
397,0.8055609464645386
398,0.013032824732363224
399,0.026254691183567047
400,0.9700559377670288
401,0.03264046832919121
402,0.004974073730409145
403,0.0004448582767508924
404,0.0030326638370752335
405,0.005966999568045139
406,0.02001158520579338
407,0.008204829879105091
408,0.014899847097694874
409,0.4371505081653595
410,0.04031260684132576
411,0.005812985822558403
412,0.004212178289890289
413,0.020083175972104073
414,0.061793915927410126
415,0.008133113384246826
416,0.12320195138454437
417,0.9949377775192261
418,0.0020401165820658207
419,0.003236046526581049
420,0.001403085421770811
421,0.001840985962189734
422,0.0022106037940829992
423,0.00935304444283247
424,0.9650632739067078
425,0.0008844886906445026
426,0.0005693964194506407
427,0.011641050688922405
428,0.0005299778422340751
429,0.013370801694691181
430,0.012591022998094559
431,0.001257683732546866
432,0.004967785906046629
433,0.1828574240207672
434,0.9964867830276489
435,0.015056616626679897
436,0.06644422560930252
437,0.0358440987765789
438,0.009980899281799793
439,0.013157355599105358
440,0.003384112846106291
441,0.0027334054466336966
442,0.9975503087043762
443,0.43950191140174866
444,0.0197750274091959
445,0.02114706300199032
446,0.0027768630534410477
447,0.04945141822099686
448,0.006410657893866301
449,0.010153082199394703
450,0.02499203011393547
451,0.002050915267318487
452,0.046017203480005264
453,0.00011269256356172264
454,0.019335802644491196
455,0.008784388191998005
456,0.020396146923303604
457,0.005200302228331566
458,0.03349630907177925
459,0.011417816393077374
460,0.05609792470932007
461,0.9999485015869141
462,0.00796301569789648
463,0.004325127229094505
464,0.005256427451968193
465,0.0011617672862485051
466,0.013903019949793816
467,0.027262605726718903
468,0.07300630956888199
469,0.001594818546436727
470,0.022881431505084038
471,0.9999845027923584
472,0.03974642977118492
473,0.0039003079291433096
474,0.035638805478811264
475,0.011252107098698616
476,0.08898405730724335
477,0.0041976552456617355
478,0.0003264889819547534
479,0.1643783301115036
480,0.040844157338142395
481,0.002723013749346137
482,0.0027573101688176394
483,0.0013725811149924994
484,0.005621918011456728
485,0.0019909872207790613
486,0.0017128174658864737
487,0.0042215571738779545
488,0.007899029180407524
489,0.018391620367765427
490,0.9979391694068909
491,0.009708168916404247
492,0.0016770190559327602
493,0.43505749106407166
494,0.005645242519676685
495,0.0017743980279192328
496,0.035300467163324356
497,0.35853856801986694
498,0.00839885976165533
499,0.3011455237865448
500,0.0015292022144421935
501,0.07171091437339783
502,0.009061110205948353
503,0.000755151966586709
504,0.06768079102039337
505,0.004710506647825241
506,0.0037133023142814636
507,0.9999749660491943
508,0.9994385838508606
509,0.03258199617266655
510,0.8520298004150391
511,0.02748056687414646
512,0.025420574471354485
513,0.00020836251496803015
514,0.09357550740242004
515,0.07776336371898651
516,0.024934496730566025
517,0.04608193784952164
518,0.005067508202046156
519,0.9919424057006836
520,0.03775680437684059
521,0.005940426606684923
522,0.010166279040277004
523,0.00556971924379468
524,0.0023034634068608284
525,0.9999614953994751
526,0.20656858384609222
527,0.9999630451202393
528,0.014156293123960495
529,0.017415586858987808
530,0.009369153529405594
531,0.03617967292666435
532,0.2831295132637024
533,0.02093823067843914
534,0.4113318622112274
535,0.001448847004212439
536,0.0030229822732508183
537,0.3162600100040436
538,0.006637942511588335
539,0.0025345096364617348
540,0.761804461479187
541,0.001622300478629768
542,0.059392049908638
543,0.07776588946580887
544,0.02964731678366661
545,0.00725330226123333
546,0.0016362915048375726
547,0.11356314271688461
548,0.004226814489811659
549,0.1716288924217224
550,0.04388220235705376
551,0.013115369714796543
552,0.03043462336063385
553,0.005145980976521969
554,0.00045304055674932897
555,0.0029268793296068907
556,0.9916452765464783
557,0.01869203709065914
558,0.013769213110208511
559,0.000276039179880172
560,0.014170460402965546
561,0.9382994174957275
562,0.0355711504817009
563,0.002020366257056594
564,0.0013940550852566957
565,0.09500940889120102
566,0.9984007477760315
567,0.999996542930603
568,0.003393524093553424
569,0.003134874626994133
570,0.0029168245382606983
571,0.0005436968640424311
572,0.0019522116053849459
573,0.3610340654850006
574,0.005423032213002443
575,0.006856932304799557
576,0.000256868515862152
577,0.1795567274093628
578,0.004085983149707317
579,0.004176167771220207
580,0.04156748950481415
581,0.05458379536867142
582,0.05140596628189087
583,0.0017701504984870553
584,0.04834582284092903
585,0.01235654391348362
586,0.007285699713975191
587,0.012597666122019291
588,0.002191124949604273
589,0.01623944193124771
590,0.026881802827119827
591,0.00296637206338346
592,0.05093413218855858
593,0.017764506861567497
594,0.0018676156178116798
595,0.0014380764914676547
596,0.0023433708120137453
597,0.01988896168768406
598,0.0033405248541384935
599,0.0015031376387923956
600,0.024072106927633286
601,0.01772185042500496
602,0.02719443291425705
603,0.8892313241958618
604,0.03819365054368973
605,0.00221465271897614
606,0.000746685080230236
607,0.02078135311603546
608,0.0021937189158052206
609,0.9942588806152344
610,0.0004066926776431501
611,0.021683424711227417
612,0.0022624183911830187
613,0.9999086856842041
614,0.006159489508718252
615,0.025349721312522888
616,0.004567230120301247
617,0.9915677905082703
618,0.0017610210925340652
619,0.009105931967496872
620,0.0024235949385911226
621,0.11115505546331406
622,0.0013159465743228793
623,0.0013413081178441644
624,0.01104780938476324
625,0.013291923329234123
626,0.009364666417241096
627,0.006177244707942009
628,0.013202505186200142
629,0.0029927222058176994
630,0.0004516812041401863
631,0.0013006451772525907
632,0.2916877269744873
633,0.9999896287918091
634,0.025891276076436043
635,0.006460612174123526
636,0.16747300326824188
637,0.00038702390156686306
638,0.0034598736092448235
639,0.012544471770524979
640,0.0022865519858896732
641,0.00992753729224205
642,0.016827328130602837
643,0.0016774110263213515
644,0.03909154236316681
645,0.010465821251273155
646,0.0028365650214254856
647,0.000405264989240095
648,0.0013897259486839175
649,0.0012110641691833735
650,0.0013245316222310066
651,0.2943183183670044
652,0.9989463686943054
653,0.0018100801389664412
654,0.0052313595078885555
655,0.34418049454689026
656,0.004574358928948641
657,0.9116189479827881
658,9.838091500569135e-05
659,0.012296279892325401
660,0.0019448059611022472
661,0.004561105743050575
662,0.0005315821035765111
663,0.03248541057109833
664,0.0028022925835102797
665,0.000654044037219137
666,0.011484019458293915
667,0.0028347123879939318
668,0.11556737869977951
669,0.008297380059957504
670,0.2569807767868042
671,0.005194022785872221
672,0.0024360395036637783
673,0.00240861508063972
674,0.0009757798979990184
675,0.010018525645136833
676,0.001679943990893662
677,0.0015653894515708089
678,0.0023042382672429085
679,0.2932122051715851
680,0.977642297744751
681,0.02871188335120678
682,0.007084873504936695
683,0.02084852010011673
684,0.0017302795313298702
685,0.009291357360780239
686,0.05778293311595917
687,0.0035786002408713102
688,0.050806380808353424
689,0.029925109818577766
690,0.0023589986376464367
691,0.055791132152080536
692,0.02803398296236992
693,0.00029246884514577687
694,0.0009990452090278268
695,0.997036337852478
696,0.010164940729737282
697,0.018462618812918663
698,0.025791045278310776
699,0.008466856554150581
700,0.9999672174453735
701,0.012174688279628754
702,0.01783684641122818
703,0.03279521316289902
704,0.9997740387916565
705,0.012554043903946877
706,0.0024889970663934946
707,0.0018543722108006477
708,0.0005278543685562909
709,0.003383734729140997
710,0.006678527686744928
711,0.019342869520187378
712,0.011987127363681793
713,0.0010481561766937375
714,0.04555118456482887
715,0.04796639457345009
716,0.02774936519563198
