,loan_status
0,0.018716097947506918
1,0.003405784619532701
2,0.0038734798249109104
3,0.003211744302633865
4,0.0015421912387031792
5,0.005801317124669369
6,0.011723229184187976
7,0.09533298077668213
8,0.0889421594529992
9,0.010808050310882134
10,0.03698675810631527
11,0.17048827256871135
12,0.12971238522221407
13,0.007131830703662838
14,0.011978083157776973
15,0.01060563274705884
16,0.6533890954620233
17,0.0004184209879558343
18,0.020937534166146587
19,0.01682587782940209
20,0.0009371713146858531
21,0.006963484561037156
22,0.0016345941775745103
23,0.011359622837133364
24,0.7335017987201666
25,0.04017781271543992
26,0.001197828285940112
27,0.0085606450272601
28,0.004120918849224709
29,0.010004456550479938
30,0.026883750174164715
31,0.08569346411630742
32,0.004481221102263596
33,0.01864036877404307
34,0.14633133729114334
35,0.00889108622930792
36,0.0036596374990439406
37,0.010918576425709385
38,0.1783631128128187
39,0.44027205779279294
40,0.001701730429381639
41,0.0011608164100037554
42,0.007445133867957701
43,0.0014515843077484672
44,0.17021712942322093
45,0.07111489208739219
46,0.002682878664587933
47,0.022445355967887045
48,0.4120014156260202
49,0.015878800882349883
50,0.007883870121044308
51,0.04921786552814759
52,0.015545007951312882
53,0.01548442020855045
54,0.006158371138351215
55,0.8844872983655391
56,0.02189709562536302
57,0.002424903648405065
58,0.9037666933790756
59,0.21504100493332232
60,0.31658225774395793
61,0.002018924569068297
62,0.15547905321628883
63,0.016169217080300634
64,0.0007597811408453051
65,0.0017942631816920385
66,0.01162598423601625
67,0.9323541211446279
68,0.9979149404193306
69,0.019595338725661028
70,0.004227236153461131
71,0.0035593067283783576
72,0.054539786425544697
73,0.03804870712130679
74,0.0014860123682129082
75,0.016688970895042926
76,0.0016192961067374855
77,0.012690922521639786
78,0.004950162220897113
79,0.0015784522375165615
80,0.005307627143473219
81,0.9844108033601265
82,0.007528112401773343
83,0.003236265361342909
84,0.016776982644714913
85,0.9960307848770255
86,0.004231160813401098
87,0.9672920999480222
88,0.007809405208320242
89,0.08275494080345862
90,0.020251086762943838
91,0.007381027363856058
92,0.001772991969693072
93,0.010339489183161587
94,0.22757273797736002
95,0.002334230630107895
96,0.009257337301818982
97,0.09213499913212993
98,0.9487492013663283
99,0.009987447980392998
100,0.004714794449629381
101,0.03494132369424689
102,0.003619673860436784
103,0.0005525362376821625
104,0.33278182850633387
105,0.00954882950176421
106,0.003585482777735558
107,0.9902052647005142
108,0.004089235484953974
109,0.038047232765942164
110,0.0010869476839868615
111,0.03236939393527576
112,0.0028901558146638023
113,0.016756737770099048
114,0.9930214610067041
115,0.004510002672901606
116,0.1415314569841885
117,0.000256334424260297
118,0.0045278651401355376
119,0.003479379746286517
120,0.9797593012848468
121,0.9621652256497211
122,0.6066550815460467
123,0.10071979179973543
124,0.9806774475830375
125,0.0016217776026460024
126,0.9790134555950669
127,0.018634111542866365
128,0.0011204010964692304
129,0.9960746266654535
130,0.041997245952350465
131,0.002829196672221473
132,0.006623100043600942
133,0.03565672543308805
134,0.10240590200631627
135,0.008685529580958827
136,0.11904128547060533
137,0.9997775708742391
138,0.0094041080776852
139,0.005700639207147324
140,0.19883447841063517
141,0.012829687907119067
142,0.8853677926851247
143,0.002351050587007909
144,0.0017015709246926785
145,0.07920700624396762
146,0.007045751139344001
147,0.0035055665535844377
148,0.003141810880373241
149,0.12580260359430895
150,0.0060381943097045235
151,0.05041285559446842
152,0.005173795296630888
153,0.013507421155058822
154,0.26516687447240167
155,0.020135590891443244
156,0.0027721133377537847
157,0.0008694595217228021
158,0.058402913932137895
159,0.040432694387577676
160,0.002385937401904557
161,0.00663428542536401
162,0.016414727101939763
163,0.9982512622960517
164,0.0026482347538617757
165,0.018776045492909954
166,0.013253388119408219
167,0.01498267140113785
168,0.015709599542228274
169,0.0038280516228596977
170,0.011895010212904854
171,0.15002465039111576
172,0.0056432698630718495
173,0.1348857136789752
174,0.001255503622942197
175,0.019782077008387123
176,0.006289576890478234
177,0.00246488822719133
178,0.005017278454346976
179,0.006352583694412763
180,0.0021667843236446937
181,0.010968925879470674
182,0.004393606821080881
183,0.15342383108835822
184,0.015914968650959625
185,0.03005553151122093
186,0.06432223061396927
187,0.05738738356436186
188,0.009606177975988893
189,0.005910292522497833
190,0.049094419134013474
191,0.02868924253442005
192,0.00046739886849862404
193,0.012852843760864744
194,0.9910834585484504
195,0.06405494942988949
196,0.10333368470692901
197,0.005896918828961037
198,0.01720007441092104
199,0.10905058484538577
200,0.0020631742475406907
201,0.01805131248976116
