,loan_status
0,0.03982673996441248
1,0.006289695781949314
2,0.00289674343701463
3,0.004225815113204116
4,0.0020626125911477663
5,0.005754972457959113
6,0.025979482258735136
7,0.06335424648755886
8,0.1905982978155172
9,0.015626158020623022
10,0.014737345785170297
11,0.2821962763028727
12,0.05897764193046834
13,0.02023147877420045
14,0.01726938716413918
15,0.005766401078430542
16,0.43025719911389304
17,0.0007628520971138991
18,0.03160912609606283
19,0.019489779763416353
20,0.0007681984832477475
21,0.007727382709096073
22,0.001346348305850988
23,0.011933380283086034
24,0.8767333801793685
25,0.054561137793116714
26,0.0006642500878489691
27,0.013604855848790565
28,0.018291462319517046
29,0.010850087109325703
30,0.03500763718913814
31,0.29170079389506415
32,0.00228253655443417
33,0.1396549515700856
34,0.1544855568656446
35,0.012922116536706886
36,0.0028800341449376587
37,0.021620253229303527
38,0.39114559725989034
39,0.3933863388749146
40,0.0010363980621767304
41,0.001372524599085054
42,0.03047871503403742
43,0.0006072597495292307
44,0.15529456453143042
45,0.13703957869024722
46,0.0018436699192661678
47,0.03555680990516735
48,0.3661225180756183
49,0.030541298842346423
50,0.005244203941866601
51,0.06467739851784556
52,0.015287813752170818
53,0.02393423742843331
54,0.003424567857809883
55,0.8244067913018324
56,0.018013723326523297
57,0.0016929050437334264
58,0.9600882547672374
59,0.31847043325658964
60,0.233553118412664
61,0.001063881309402523
62,0.15365511628119538
63,0.013011428921540133
64,0.0007613463011315514
65,0.0006353311619977341
66,0.003630446869345987
67,0.9891968195531061
68,0.9799499004414314
69,0.027816782314312952
70,0.012612183036710429
71,0.006141356415500058
72,0.20258087002671588
73,0.06322973681311288
74,0.001360840949369942
75,0.04859315776070519
76,0.002953663627868802
77,0.01715300311811652
78,0.006660201894372103
79,0.001407261329893747
80,0.004245579969077267
81,0.9717823756587476
82,0.01442632927771964
83,0.004988924167422433
84,0.030572978074958814
85,0.9896639224198966
86,0.003478702428428693
87,0.9791907565322803
88,0.0054658426247321396
89,0.09464556495470779
90,0.04458530742450236
91,0.0760258756746583
92,0.0011605150021233625
93,0.017934114255430803
94,0.35848623223769527
95,0.0031530771710149143
96,0.013748717570244854
97,0.031450819820428084
98,0.9747877817400784
99,0.006132357839445646
100,0.005186517454305719
101,0.07488617941998457
102,0.002364985717216283
103,0.0003823761471481595
104,0.2934457236896673
105,0.004951838064467875
106,0.008089763466613562
107,0.9774256832885309
108,0.003402004028982873
109,0.0386432812297392
110,0.005267626145697836
111,0.00762195336687142
112,0.0012634347039516176
113,0.013206852682267681
114,0.9809799603290511
115,0.0051464981703563915
116,0.14576534341679342
117,0.00040425329769129965
118,0.00200827023873573
119,0.00886924158621569
120,0.9071642576794702
