id,pred
0,0.02723809019686853
1,0.004550082637257888
2,0.006030302874390437
3,0.0035958042608773577
4,0.003913455804400188
5,0.010996299333190313
6,0.00695560231018992
7,0.31492813978489087
8,0.16124615941193707
9,0.018044901732267072
10,0.007915798772612925
11,0.2343619650221846
12,0.04108575096480271
13,0.020964702279016645
14,0.021416855929587093
15,0.004341620568945525
16,0.5660540375014818
17,0.0018363472685498942
18,0.05015311209363186
19,0.01623156107871015
20,0.0009930901765845604
21,0.004986452701256821
22,0.0021430530774191646
23,0.016682738252276133
24,0.8130792851417433
25,0.0458225553733565
26,0.0009042847542838709
27,0.012065270724521845
28,0.007240151778177017
29,0.007538678337409898
30,0.018301744076000458
31,0.09510248154636922
32,0.004755704044741086
33,0.0856851506483154
34,0.06577152867136592
35,0.025464117029833304
36,0.003710902861978796
37,0.0683782670766855
38,0.4995284192798632
39,0.608054659700232
40,0.0013026126789031402
41,0.0025578986137029026
42,0.016782027488998884
43,0.0009681100082485372
44,0.21202225878038622
45,0.17707432360095607
46,0.0026299715534499474
47,0.05422255207564411
48,0.2612980705385442
49,0.06435788758975176
50,0.0068709152197827346
51,0.06224505544777684
52,0.025670127089774335
53,0.016578093646015583
54,0.001222370423919583
55,0.9209914563309978
56,0.012009282048154879
57,0.0011573715541564064
58,0.9181632883250324
59,0.3649913028768149
60,0.3483046494633059
61,0.003453640796694899
62,0.34478074653804025
63,0.015185109257693542
64,0.0013541201371214027
65,0.0007915544724659203
66,0.0028562853561823753
67,0.9637189359445753
68,0.8212536864625379
69,0.021935283271834242
70,0.0299031448738226
71,0.004857784206747788
72,0.2254447997473835
73,0.03378936717596411
74,0.0023570156399100703
75,0.07070583937844484
76,0.00544857976707775
77,0.027840242367079923
78,0.004674962753402262
79,0.0020745679485859583
80,0.00992520189613294
81,0.9703082257943499
82,0.011898877272343704
83,0.004912979315683233
84,0.032138395897807905
85,0.9851077895516605
86,0.014584415563337715
87,0.9656200141594655
88,0.0035362951502749093
89,0.08046062702558465
90,0.0984137835223312
91,0.026118981781453277
92,0.005542147313611553
93,0.035880699587454275
94,0.30075973064976835
95,0.004365575024613655
96,0.00947796673379925
97,0.021050095575782232
98,0.8999871054990441
99,0.012123291342693115
100,0.0028468668143558497
101,0.1472399643452782
102,0.0022948296617255034
103,0.0020501633965164753
104,0.2770761184215715
105,0.0023046333210451336
106,0.013805202429020159
107,0.8703842035361039
108,0.004793192775288347
109,0.049331942455492495
110,0.005594935465728365
111,0.012602252478677042
112,0.003017913557848245
113,0.019413263456321987
114,0.8698510418864982
115,0.0027574667562131165
116,0.14291881861530475
117,0.0002892979272754228
118,0.003568878350378238
119,0.0074635711359648665
120,0.8613474198109607
121,0.9720022760492593
122,0.01722223930770893
123,0.0383967838330889
124,0.9209352442675046
125,0.0029105392989137585
126,0.9714688715426439
127,0.02367478709479204
128,0.0013989221876626447
129,0.9577572169056519
130,0.013784442749532966
131,0.020326672306831994
132,0.052087198381576896
133,0.05008503105916024
134,0.10521437240247423
135,0.03031032188971627
136,0.21539829593216953
137,0.9956414839692173
138,0.003408843816292928
139,0.008559744170250015
140,0.050681176907917964
141,0.019128797894685415
142,0.9135170920206525
143,0.009037280026856921
144,0.004871033930584162
145,0.058179386053041314
146,0.030303873860833278
147,0.017951738246294077
148,0.02687871254321447
149,0.025001734574536062
150,0.017964080120093658
151,0.19383197311794248
152,0.00864168084922152
153,0.013628241646812632
154,0.11199572521982909
155,0.0780523334037933
156,0.023654711071199586
157,0.0006726178662449892
158,0.040418810139142156
159,0.03428114724337942
160,0.011427777860606883
161,0.012030180725686746
162,0.024978331335711857
163,0.9838867887190064
164,0.0011316927582755486
165,0.037116195671415435
166,0.008555026671208069
167,0.01981091647140809
168,0.02350423366383531
169,0.0099519237531312
170,0.022120436958428746
171,0.07744974317467021
172,0.012380754228632116
173,0.13315141218608953
174,0.0026381085451657846
