id,pred
0,0.02067685078125018
1,0.006906820813425923
2,0.003587178624222247
3,0.004405422724647565
4,0.0025083787151900946
5,0.012062106801775623
6,0.004343019815224325
7,0.22600733907986692
8,0.19936216834740095
9,0.010840748379979207
10,0.0077113347090670935
11,0.23294036019134265
12,0.030106596597565944
13,0.01508254356624796
14,0.011513336517967907
15,0.007414392891156065
16,0.4314926074320662
17,0.0016508833637676541
18,0.04347054449419193
19,0.010140275460416475
20,0.0011370866489273334
21,0.0044233553564133055
22,0.002068612522001122
23,0.009758993084539673
24,0.9075038459401242
25,0.06693925057401245
26,0.0006951910837935893
27,0.01424337764152909
28,0.008662954722268934
29,0.01020964787116316
30,0.02825549301176832
31,0.133851110661536
32,0.0060685453508421364
33,0.07377024023368405
34,0.0653474434612078
35,0.07131603931393576
36,0.002631058352258124
37,0.05352275442555291
38,0.44004769095376617
39,0.5081530589319504
40,0.001215429077456773
41,0.0021962608689086714
42,0.02390139806749961
43,0.0009434525516223395
44,0.18446923468781704
45,0.23785036849144398
46,0.0027191200527409186
47,0.05927359195827837
48,0.32420784074639064
49,0.09252780258353982
50,0.0030203929062622664
51,0.040738850120976326
52,0.02641478415571838
53,0.0176149277715877
54,0.0016133672727178206
55,0.8957475418484808
56,0.011123690963313277
57,0.0008077288829562609
58,0.8774012415291138
59,0.3081936498967245
60,0.22383768685013428
61,0.001538378840743558
62,0.3023974275313468
63,0.01129607916072441
64,0.00033915290459022256
65,0.00044032217853299415
66,0.0013146984231877338
67,0.9586456070294538
68,0.8455115432457836
69,0.02381176171727711
70,0.02544609755888113
71,0.0032609525469006377
72,0.18533628670528318
73,0.026226615960095893
74,0.0012743889307849853
75,0.06548709423744539
76,0.003823423516237395
77,0.01775203308571483
78,0.005982169937520153
79,0.0015471186186667646
80,0.009859631643972296
81,0.9624080066376757
82,0.010297933782529401
83,0.005607987015803854
84,0.06058095360486149
85,0.9531170422468215
86,0.030195808474015828
87,0.953166090555721
88,0.006412212176503378
89,0.0773292622908683
90,0.07317172384751042
91,0.022123121796686882
92,0.004820314085546438
93,0.022517050522100478
94,0.3192456373994999
95,0.003385722426636993
